restaurant_id,name,category,style,latitude,longitude,suburb,price_range_AUD,dine_in,google_rating,uber_rating,platforms,opening_hours
R001039,Royal Bistro,Thai,Bar,-33.85537432,151.2010107,BARANGAROO,70,no,4.7,4.1,InHouse,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001040,Happy Eatery,Chinese,Street Food,-33.91424019,151.22050529,KENSINGTON,31,yes,4.3,2.9,"Deliveroo,Menulog",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001041,Lucky House,Vietnamese,Street Food,-33.93042931,151.21750158,EASTLAKES,32,yes,4.0,4.0,"Deliveroo,Menulog,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001042,Sweet Cafe,Vietnamese,Fusion,-33.87341106,151.17013513,ANNANDALE,22,yes,4.1,4.5,InHouse,Mon-Sun 10:00-22:00
R001043,Silver Plate,Seafood,Family,-33.85697572,151.19051131,BALMAIN EAST,66,yes,3.9,3.5,InHouse,Mon-Sun 07:00-21:00
R001044,Blue Grill,Vietnamese,Fine Dining,-33.90653734,151.182531,ERSKINEVILLE,40,no,4.1,4.6,UberEats,Mon-Sun 10:00-22:00
R001045,Sweet Fork,Modern Australian,Casual,-33.89766772,151.21869704,MOORE PARK,27,no,4.5,5.0,"UberEats,Menulog",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001046,Happy Nook,Thai,Fusion,-33.90230587,151.23621818,CENTENNIAL PARK,35,yes,4.4,4.3,"DoorDash,Deliveroo",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001047,Spicy Fork,Thai,Casual,-33.8882843,151.21459692,SURRY HILLS,26,yes,4.3,3.9,"Deliveroo,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001048,Green Plate,Vietnamese,Takeaway,-33.93808761,151.21366984,EASTLAKES,50,no,4.0,4.5,"UberEats,Deliveroo",Mon-Sun 07:00-21:00
R001049,Red Nook,Seafood,Family,-33.91876415,151.21796758,KINGSFORD,24,no,4.2,3.7,UberEats,Mon-Sun 10:00-22:00
R001050,Lucky Corner,Bar,Takeaway,-33.91681564,151.16119464,MARRICKVILLE,42,yes,5.0,4.6,"UberEats,InHouse",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001051,Spicy House,Indian,Fine Dining,-33.88088757,151.14986,LEICHHARDT,38,yes,3.1,4.1,"InHouse,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001052,Golden Bar,Korean,Bar,-33.8822073,151.17766075,FOREST LODGE,13,no,3.7,3.9,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001053,Spicy Bar,Vietnamese,Cafe,-33.90398427,151.15375062,MARRICKVILLE,35,no,3.3,4.3,Deliveroo,Mon-Sun 10:00-22:00
R001054,Silver Corner,Bakery,Casual,-33.89650235,151.21172408,REDFERN,18,yes,3.4,3.5,"InHouse,DoorDash,Menulog",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001055,Lucky Bistro,Fast Food,Bar,-33.89855871,151.18182393,NEWTOWN,42,yes,4.1,3.6,"DoorDash,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001056,Golden Garden,Korean,Fusion,-33.85865295,151.17120327,ROZELLE,67,yes,4.3,4.4,Menulog,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001057,Silver Deli,Thai,Fusion,-33.9435248,151.17170749,MASCOT,23,yes,3.7,4.8,"DoorDash,Menulog",Mon-Sun 07:00-21:00
R001058,Cozy Nook,Bar,Takeaway,-33.90583057,151.19197407,ALEXANDRIA,63,yes,4.9,3.7,InHouse,Mon-Sun 10:00-22:00
R001059,Golden Bistro,Bar,Casual,-33.87695682,151.18786486,GLEBE,38,no,4.8,4.1,"UberEats,DoorDash",Mon-Sun 07:00-21:00
R001060,Royal Fork,Vegetarian,Family,-33.87055228,151.21002968,SYDNEY,33,yes,4.6,2.2,"DoorDash,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001061,Blue Grill,Indian,Fusion,-33.93166488,151.20167598,MASCOT,31,yes,4.8,3.6,"Menulog,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001062,Green Garden,Bakery,Family,-33.9005565,151.20649382,WATERLOO,15,yes,5.0,4.0,"Menulog,InHouse,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001063,Salted Nook,Korean,Cafe,-33.90228781,151.15588639,MARRICKVILLE,33,yes,3.7,4.5,"InHouse,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001064,Salted Table,Mexican,Bar,-33.8705195,151.15380887,LILYFIELD,20,yes,3.8,4.4,Deliveroo,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001065,Cozy Bistro,Cafe,Casual,-33.88966105,151.20879847,SURRY HILLS,22,yes,4.6,3.6,"Deliveroo,InHouse",Mon-Sun 07:00-21:00
R001066,Sweet Eatery,Bar,Takeaway,-33.88483887,151.20666264,HAYMARKET,30,yes,3.4,3.7,Deliveroo,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001067,Spicy Nook,Chinese,Cafe,-33.91664002,151.22208171,KENSINGTON,15,yes,4.5,3.9,DoorDash,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001068,Sweet Plate,Chinese,Casual,-33.95058157,151.18093754,MASCOT,32,yes,4.4,2.5,"Menulog,UberEats,DoorDash",Mon-Sun 07:00-21:00
R001069,Happy Deli,Modern Australian,Street Food,-33.88262355,151.199659,ULTIMO,48,no,4.9,3.3,InHouse,Mon-Sun 07:00-21:00
R001070,Hidden Fork,Fast Food,Casual,-33.92870955,151.17694988,MASCOT,9,yes,3.6,3.5,Menulog,Mon-Sun 07:00-21:00
R001071,Silver Room,Thai,Takeaway,-33.86653085,151.16710168,ROZELLE,40,no,4.9,5.0,"UberEats,DoorDash",Mon-Sun 07:00-21:00
R001072,Hidden Nook,Bar,Bar,-33.84871586,151.21640186,KIRRIBILLI,19,yes,4.1,4.3,Deliveroo,Mon-Sun 07:00-21:00
R001073,Spicy Fork,Fast Food,Casual,-33.89711081,151.22978529,CENTENNIAL PARK,49,yes,4.7,3.9,Menulog,Mon-Sun 10:00-22:00
R001074,Lucky Garden,Thai,Family,-33.92614171,151.20132921,ROSEBERY,11,no,4.7,4.3,Deliveroo,Mon-Sun 07:00-21:00
R001075,Sizzle Fork,Vegetarian,Takeaway,-33.86651764,151.19577595,PYRMONT,58,yes,4.6,5.0,"Menulog,UberEats",Mon-Sun 07:00-21:00
R001076,Golden Spoon,Japanese,Takeaway,-33.91003773,151.16460276,MARRICKVILLE,40,no,4.4,4.8,"InHouse,UberEats",Mon-Sun 10:00-22:00
R001077,Royal Cafe,Chinese,Fusion,-33.94948089,151.1825522,MASCOT,60,yes,4.1,4.4,Menulog,Mon-Sun 07:00-21:00
R001078,Golden Plate,Vegetarian,Fusion,-33.88542928,151.16262134,LEICHHARDT,52,yes,3.7,4.7,"Menulog,UberEats",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001079,Local Fork,Japanese,Family,-33.93576525,151.16804892,MASCOT,15,yes,3.4,3.1,"UberEats,Menulog",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001080,Royal Kitchen,Modern Australian,Family,-33.91131663,151.17610417,ST PETERS,59,yes,4.5,3.9,"UberEats,DoorDash,Menulog",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001081,Sweet Cafe,Bar,Bar,-33.86090318,151.18375462,BALMAIN,27,yes,4.1,3.1,"InHouse,Menulog",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001082,Royal Nook,Vietnamese,Bar,-33.88107404,151.14709251,LEICHHARDT,20,yes,4.3,3.7,InHouse,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001083,Green Grill,Mediterranean,Fine Dining,-33.88263242,151.20894109,SURRY HILLS,43,yes,4.2,4.5,"InHouse,Menulog",Mon-Sun 07:00-21:00
R001084,Lucky Fork,Korean,Fine Dining,-33.88804567,151.19216231,CAMPERDOWN,41,yes,3.0,3.9,"UberEats,DoorDash",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001085,Local Cafe,Seafood,Cafe,-33.90426899,151.15927702,MARRICKVILLE,18,yes,3.0,3.8,"UberEats,Deliveroo,InHouse",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001086,Royal Garden,Thai,Family,-33.92842907,151.17928711,MASCOT,37,no,4.2,3.6,"Menulog,InHouse,DoorDash",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001087,Green Bistro,Cafe,Family,-33.9165717,151.2264915,KENSINGTON,20,yes,4.6,3.4,"InHouse,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001088,Blue Table,Bakery,Fine Dining,-33.89622432,151.2332687,CENTENNIAL PARK,20,yes,4.3,3.9,"Menulog,DoorDash",Mon-Sun 07:00-21:00
R001089,Sizzle Table,Cafe,Takeaway,-33.90540712,151.22113493,KENSINGTON,17,yes,5.0,4.7,Menulog,Mon-Sun 07:00-21:00
R001090,Urban Nook,Seafood,Fine Dining,-33.91348503,151.17295803,ST PETERS,24,yes,3.7,2.8,"Deliveroo,DoorDash,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001091,Happy Bistro,Fast Food,Family,-33.88504035,151.20730544,SURRY HILLS,8,yes,3.9,4.4,"Deliveroo,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001092,Urban Table,Vegetarian,Bar,-33.91897594,151.20970285,ROSEBERY,29,no,4.2,4.5,Menulog,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001093,Hidden Room,Modern Australian,Bar,-33.88513499,151.23402026,PADDINGTON,8,yes,4.8,3.3,"UberEats,DoorDash",Mon-Sun 07:00-21:00
R001094,Red Deli,Mediterranean,Street Food,-33.92910408,151.19353473,MASCOT,13,no,3.5,3.1,"Menulog,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001095,Urban Room,Korean,Takeaway,-33.86064539,151.20555909,MILLERS POINT,37,yes,4.3,3.0,"UberEats,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001096,Royal House,Bar,Casual,-33.9462192,151.17119714,MASCOT,14,yes,4.2,4.0,"Deliveroo,DoorDash",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001097,Salted Room,Cafe,Fusion,-33.913271,151.15398773,MARRICKVILLE,33,no,3.4,4.3,"DoorDash,Deliveroo",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001098,Sweet Plate,Indian,Family,-33.90737761,151.1882479,ALEXANDRIA,27,no,4.2,5.0,"UberEats,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001099,Urban Nook,Japanese,Casual,-33.91357138,151.21937182,KENSINGTON,62,no,4.3,4.3,"UberEats,Deliveroo",Mon-Sun 07:00-21:00
R001100,Silver Plate,Modern Australian,Casual,-33.88400101,151.24177915,WOOLLAHRA,86,no,4.2,4.3,"Menulog,UberEats",Mon-Sun 07:00-21:00
R001101,Red Spoon,Korean,Cafe,-33.91395921,151.20692241,ROSEBERY,31,no,4.5,4.6,"Deliveroo,UberEats",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001102,Sizzle Eatery,Mediterranean,Street Food,-33.92393009,151.19887842,ROSEBERY,32,no,3.8,4.1,"UberEats,InHouse",Mon-Sun 07:00-21:00
R001103,Hidden Deli,Japanese,Cafe,-33.87487594,151.22425895,POTTS POINT,34,yes,4.4,4.3,"InHouse,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001104,Spicy Garden,Korean,Family,-33.90777185,151.15284948,MARRICKVILLE,52,yes,3.7,4.2,Deliveroo,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001105,Lucky Bar,Chinese,Family,-33.88130729,151.17006619,ANNANDALE,92,no,4.2,5.0,"Menulog,DoorDash,Deliveroo",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001106,Sizzle Kitchen,Seafood,Cafe,-33.86437809,151.21735451,SYDNEY,13,yes,4.0,4.8,"Menulog,DoorDash,Deliveroo",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001107,Green Plate,Mexican,Fine Dining,-33.92745293,151.16390054,TEMPE,12,yes,4.8,4.4,UberEats,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001108,Golden Cafe,Mexican,Takeaway,-33.94496737,151.18592535,MASCOT,44,yes,4.3,4.0,Menulog,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001109,Sizzle Spoon,Vegetarian,Bar,-33.87364682,151.22794715,RUSHCUTTERS BAY,52,no,4.2,3.3,Menulog,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001110,Sweet Garden,Chinese,Fine Dining,-33.94496813,151.17887641,MASCOT,23,yes,3.7,4.1,"Deliveroo,InHouse",Mon-Sun 10:00-22:00
R001111,Happy Table,Cafe,Casual,-33.86457446,151.22503394,POTTS POINT,37,yes,3.8,3.8,"UberEats,Menulog,DoorDash",Mon-Sun 10:00-22:00
R001112,Silver Fork,Mediterranean,Bar,-33.85952279,151.204229,MILLERS POINT,60,yes,4.9,3.2,"DoorDash,Menulog",Mon-Sun 10:00-22:00
R001113,Golden Plate,Mediterranean,Street Food,-33.91512453,151.18455251,ALEXANDRIA,42,yes,4.5,4.0,"InHouse,DoorDash,Deliveroo",Mon-Sun 07:00-21:00
R001114,Royal Bistro,Korean,Cafe,-33.87411684,151.22914367,RUSHCUTTERS BAY,15,no,4.7,3.2,"Deliveroo,DoorDash,UberEats",Mon-Sun 07:00-21:00
R001115,Green Table,Japanese,Cafe,-33.92052679,151.19252254,ALEXANDRIA,43,yes,4.2,3.8,"Deliveroo,Menulog,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001116,Spicy Nook,Vegetarian,Takeaway,-33.93598203,151.18772194,MASCOT,11,yes,4.3,3.8,"Menulog,UberEats",Mon-Sun 07:00-21:00
R001117,Spicy Nook,Modern Australian,Casual,-33.96158526,151.18930179,MASCOT,19,yes,4.3,4.4,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001118,Local Deli,Mediterranean,Casual,-33.87524169,151.16583172,LILYFIELD,30,yes,4.4,3.0,DoorDash,Mon-Sun 10:00-22:00
R001119,Hidden Room,Fast Food,Fusion,-33.87922089,151.21350391,SURRY HILLS,55,yes,3.4,4.3,Deliveroo,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001120,Sweet Deli,Indian,Fine Dining,-33.90329523,151.20314604,WATERLOO,14,yes,3.9,4.0,"Deliveroo,UberEats",Mon-Sun 07:00-21:00
R001121,Royal Plate,Fast Food,Fusion,-33.90502134,151.17942387,NEWTOWN,50,yes,4.7,4.5,"Menulog,UberEats,DoorDash",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001122,Local Kitchen,Seafood,Casual,-33.89446684,151.20670371,REDFERN,22,yes,4.3,3.8,"UberEats,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001123,Happy Room,Mexican,Takeaway,-33.91971773,151.20599396,ROSEBERY,10,yes,4.2,3.6,Menulog,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001124,Red Deli,Thai,Fine Dining,-33.90825353,151.17053794,MARRICKVILLE,56,no,4.5,3.9,Menulog,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001125,Green Garden,Thai,Casual,-33.88998447,151.22534955,MOORE PARK,13,no,2.6,5.0,"DoorDash,Deliveroo",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001126,Red Eatery,Mexican,Bar,-33.92334431,151.23102022,KINGSFORD,36,yes,3.9,4.4,"Deliveroo,Menulog,DoorDash",Mon-Sun 10:00-22:00
R001127,Red Deli,Korean,Cafe,-33.87513486,151.17799118,GLEBE,18,yes,3.6,3.1,DoorDash,Mon-Sun 07:00-21:00
R001128,Salted Garden,Vietnamese,Street Food,-33.89313877,151.19634177,EVELEIGH,44,yes,3.9,2.6,"UberEats,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001129,Salted Fork,Chinese,Fine Dining,-33.86341308,151.18238658,BALMAIN,54,yes,4.5,4.6,"DoorDash,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001130,Blue Room,Bakery,Cafe,-33.90262193,151.17558312,NEWTOWN,14,yes,4.2,3.8,"DoorDash,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001131,Urban Plate,Mexican,Bar,-33.84136359,151.20002135,MCMAHONS POINT,8,yes,4.4,3.0,"InHouse,UberEats",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001132,Golden Table,Vegetarian,Takeaway,-33.89325796,151.25237491,BONDI JUNCTION,29,no,4.7,3.3,"UberEats,DoorDash",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001133,Hidden Eatery,Fast Food,Street Food,-33.86881086,151.21272365,SYDNEY,58,yes,4.4,4.2,Menulog,Mon-Sun 10:00-22:00
R001134,Blue Deli,Chinese,Cafe,-33.9181674,151.18018077,ST PETERS,13,yes,4.6,3.3,"UberEats,DoorDash",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001135,Royal Deli,Bar,Takeaway,-33.87420369,151.17664114,ANNANDALE,14,yes,4.2,5.0,"DoorDash,Deliveroo",Mon-Sun 07:00-21:00
R001136,Red Garden,Thai,Takeaway,-33.89763624,151.1767595,NEWTOWN,28,yes,4.4,3.3,"Menulog,InHouse",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001137,Hidden Deli,Fast Food,Family,-33.91684428,151.22667722,KENSINGTON,73,no,3.8,3.8,"DoorDash,InHouse,Menulog",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001138,Golden Garden,Mexican,Fusion,-33.91612363,151.17519719,ST PETERS,36,no,4.2,4.0,Deliveroo,Mon-Sun 10:00-22:00
R001139,Sweet Bar,Indian,Takeaway,-33.87473362,151.1811678,GLEBE,31,yes,4.5,2.7,"InHouse,DoorDash",Mon-Sun 07:00-21:00
R001140,Lucky Deli,Korean,Fusion,-33.87985159,151.18869284,GLEBE,9,yes,4.2,3.3,"Deliveroo,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001141,Cozy Deli,Modern Australian,Fine Dining,-33.92085423,151.17406237,ST PETERS,27,no,5.0,3.3,"InHouse,Deliveroo,Menulog",Mon-Sun 07:00-21:00
R001142,Blue Spoon,Japanese,Takeaway,-33.94610832,151.17537045,MASCOT,29,yes,3.9,3.9,"Menulog,UberEats",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001143,Lucky Garden,Indian,Fusion,-33.93311328,151.19070713,MASCOT,59,yes,5.0,3.3,InHouse,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001144,Salted Fork,Mediterranean,Family,-33.91081491,151.22118354,KENSINGTON,37,yes,3.5,4.3,"Deliveroo,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001145,Hidden House,Thai,Street Food,-33.93565094,151.1739245,MASCOT,31,no,3.5,4.8,UberEats,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001146,Cozy Fork,Indian,Fusion,-33.91789385,151.1842944,ST PETERS,55,no,3.6,3.5,InHouse,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001147,Sizzle Grill,Korean,Casual,-33.89963875,151.20280309,WATERLOO,15,yes,3.7,4.8,UberEats,Mon-Sun 07:00-21:00
R001148,Salted Room,Thai,Takeaway,-33.88531477,151.17718161,CAMPERDOWN,54,no,3.8,5.0,"InHouse,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001149,Royal Table,Mexican,Street Food,-33.90256524,151.21356661,WATERLOO,66,yes,5.0,4.3,"UberEats,Deliveroo",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001150,Cozy Corner,Modern Australian,Casual,-33.95678891,151.17605189,MASCOT,23,no,3.7,3.8,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001151,Golden Grill,Seafood,Fusion,-33.91652429,151.22942527,KENSINGTON,9,yes,3.6,4.4,InHouse,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001152,Royal Deli,Mediterranean,Takeaway,-33.91720039,151.17311308,ST PETERS,9,yes,3.9,3.9,"Menulog,DoorDash",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001153,Sweet Bar,Modern Australian,Takeaway,-33.90001981,151.15929581,MARRICKVILLE,20,yes,5.0,5.0,"Menulog,UberEats",Mon-Sun 07:00-21:00
R001154,Cozy Bar,Modern Australian,Cafe,-33.87960031,151.19608238,ULTIMO,54,yes,3.6,4.2,"Menulog,DoorDash",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001155,Royal Corner,Mexican,Family,-33.938528,151.21366169,EASTLAKES,10,yes,3.7,4.1,InHouse,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001156,Red Deli,Fast Food,Bar,-33.93398783,151.20998832,EASTLAKES,16,no,4.1,3.1,Menulog,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001157,Sweet Nook,Vegetarian,Takeaway,-33.96268966,151.18361429,MASCOT,65,yes,3.6,4.2,"Menulog,DoorDash",Mon-Sun 10:00-22:00
R001158,Silver House,Mediterranean,Street Food,-33.91628665,151.18291828,ST PETERS,40,yes,3.5,4.2,"Menulog,DoorDash",Mon-Sun 07:00-21:00
R001159,Urban Eatery,Seafood,Bar,-33.90385496,151.16366941,MARRICKVILLE,42,no,4.4,4.8,Deliveroo,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001160,Local House,Vietnamese,Family,-33.92987869,151.19443485,MASCOT,41,yes,3.8,4.7,"UberEats,Menulog",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001161,Hidden Bar,Cafe,Cafe,-33.87677431,151.21931991,DARLINGHURST,46,yes,4.5,4.0,Deliveroo,Mon-Sun 10:00-22:00
R001162,Lucky Nook,Japanese,Street Food,-33.92524245,151.24452096,RANDWICK,25,yes,3.6,4.2,"UberEats,Deliveroo,Menulog",Mon-Sun 10:00-22:00
R001163,Sizzle Spoon,Bar,Casual,-33.90271986,151.15646512,MARRICKVILLE,40,yes,4.7,4.0,DoorDash,Mon-Sun 10:00-22:00
R001164,Sizzle Eatery,Fast Food,Family,-33.88039218,151.15735825,LEICHHARDT,33,no,4.1,3.9,Deliveroo,Mon-Sun 07:00-21:00
R001165,Sizzle Deli,Seafood,Family,-33.92432604,151.20738388,EASTLAKES,37,no,4.4,4.5,"Menulog,UberEats,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001166,Red Table,Vietnamese,Fusion,-33.91700606,151.2333635,KENSINGTON,58,yes,3.9,5.0,InHouse,Mon-Sun 10:00-22:00
R001167,Local Plate,Modern Australian,Street Food,-33.91979355,151.19491282,ALEXANDRIA,15,no,3.9,3.5,"UberEats,Deliveroo",Mon-Sun 10:00-22:00
R001168,Red Nook,Bakery,Street Food,-33.93970917,151.17913648,MASCOT,25,yes,4.1,3.7,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001169,Blue Kitchen,Cafe,Cafe,-33.90686546,151.16545887,MARRICKVILLE,10,yes,5.0,3.3,Deliveroo,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001170,Happy Deli,Vegetarian,Cafe,-33.88137316,151.19828977,ULTIMO,16,yes,3.8,2.9,"UberEats,Menulog,InHouse",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001171,Blue Corner,Indian,Fusion,-33.88933833,151.22912476,PADDINGTON,66,no,4.0,3.6,"InHouse,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001172,Golden Cafe,Fast Food,Fusion,-33.92058731,151.22280144,KENSINGTON,46,yes,3.8,4.9,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001173,Cozy Eatery,Vegetarian,Casual,-33.89576823,151.17591403,NEWTOWN,25,yes,4.0,4.2,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001174,Lucky Grill,Fast Food,Takeaway,-33.89788219,151.17611784,NEWTOWN,102,yes,3.9,4.4,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001175,Hidden Deli,Bakery,Fine Dining,-33.93101653,151.16535278,MASCOT,47,no,3.7,4.1,"InHouse,UberEats,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001176,Royal Grill,Seafood,Cafe,-33.92135458,151.16459135,TEMPE,28,yes,4.0,4.7,"InHouse,UberEats",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001177,Urban House,Bar,Family,-33.87037736,151.22177539,WOOLLOOMOOLOO,39,no,4.2,4.6,"InHouse,UberEats",Mon-Sun 10:00-22:00
R001178,Red Nook,Vegetarian,Takeaway,-33.89580996,151.17778255,NEWTOWN,39,no,4.0,3.9,"Deliveroo,Menulog",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001179,Salted Table,Chinese,Cafe,-33.88524133,151.21607012,SURRY HILLS,34,no,4.4,4.0,Menulog,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R001180,Urban Bistro,Cafe,Fusion,-33.86581857,151.1922551,PYRMONT,38,yes,4.9,4.0,"Menulog,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001181,Green Deli,Fast Food,Fine Dining,-33.92088619,151.16569833,TEMPE,18,no,4.2,3.5,"Deliveroo,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001182,Royal Bistro,Korean,Cafe,-33.86624374,151.22528533,POTTS POINT,52,yes,3.8,5.0,"UberEats,InHouse,Menulog",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R001183,Local Cafe,Mediterranean,Family,-33.91405345,151.15179496,MARRICKVILLE,35,no,5.0,4.3,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R001184,Salted Room,Bakery,Cafe,-33.93946951,151.17852935,MASCOT,40,yes,4.1,3.9,"Menulog,InHouse",Mon-Sun 07:00-21:00
R001185,Urban Kitchen,Modern Australian,Fusion,-33.88007238,151.20311354,HAYMARKET,23,yes,4.0,3.5,Menulog,Mon-Sun 10:00-22:00
R001186,Spicy Bistro,Indian,Takeaway,-33.85561049,151.17672514,BALMAIN,61,yes,4.0,4.3,"DoorDash,Menulog",Mon-Sun 07:00-21:00
