year,suburb,category,total_count,avg_rating,avg_price_AUD,share_within_suburb
2017,CAMPERDOWN,Thai,7,4.061,35.92,0.11864406779661017
2017,CAMPERDOWN,Vegetarian,1,4.296,25.72,0.01694915254237288
2017,CAMPERDOWN,Vietnamese,5,3.948,29.82,0.0847457627118644
2017,CENTENNIAL PARK,Bakery,8,3.825,33.69,0.09090909090909091
2017,CENTENNIAL PARK,Bar,1,4.051,27.6,0.011363636363636364
2017,CENTENNIAL PARK,Cafe,2,3.499,33.39,0.022727272727272728
2017,CENTENNIAL PARK,Chinese,1,4.073,29.11,0.011363636363636364
2017,CENTENNIAL PARK,Fast Food,8,4.057,29.55,0.09090909090909091
2017,CENTENNIAL PARK,Indian,6,3.861,28.94,0.06818181818181818
2017,CENTENNIAL PARK,Italian,4,4.087,29.27,0.045454545454545456
2017,CENTENNIAL PARK,Japanese,13,3.904,33.1,0.14772727272727273
2017,CENTENNIAL PARK,Korean,5,4.174,30.35,0.056818181818181816
2017,CENTENNIAL PARK,Mediterranean,6,3.987,33.54,0.06818181818181818
2017,CENTENNIAL PARK,Mexican,7,4.024,26.85,0.07954545454545454
2017,CENTENNIAL PARK,Modern Australian,9,4.03,18.84,0.10227272727272728
2017,CENTENNIAL PARK,Seafood,7,4.113,26.99,0.07954545454545454
2017,CENTENNIAL PARK,Thai,6,4.082,27.47,0.06818181818181818
2017,CENTENNIAL PARK,Vegetarian,2,3.629,49.23,0.022727272727272728
2017,CENTENNIAL PARK,Vietnamese,3,3.708,24.15,0.03409090909090909
2017,CHIPPENDALE,Bakery,7,3.889,26.93,0.2413793103448276
2017,CHIPPENDALE,Bar,1,3.893,30.14,0.034482758620689655
2017,CHIPPENDALE,Fast Food,1,4.137,39.08,0.034482758620689655
2017,CHIPPENDALE,Italian,1,3.378,39.56,0.034482758620689655
2017,CHIPPENDALE,Japanese,2,4.038,17.89,0.06896551724137931
2017,CHIPPENDALE,Korean,1,4.064,17.08,0.034482758620689655
2017,CHIPPENDALE,Mediterranean,3,4.222,17.33,0.10344827586206896
2017,CHIPPENDALE,Mexican,2,3.782,18.07,0.06896551724137931
2017,CHIPPENDALE,Modern Australian,6,3.991,19.84,0.20689655172413793
2017,CHIPPENDALE,Seafood,2,3.937,27.91,0.06896551724137931
2017,CHIPPENDALE,Thai,1,4.02,26.29,0.034482758620689655
2017,CHIPPENDALE,Vegetarian,2,4.723,23.16,0.06896551724137931
2017,DARLING POINT,Bakery,4,4.219,28.11,0.11428571428571428
2017,DARLING POINT,Bar,2,3.921,26.92,0.05714285714285714
2017,DARLING POINT,Chinese,1,3.99,55.88,0.02857142857142857
2017,DARLING POINT,Fast Food,6,4.492,28.48,0.17142857142857143
2017,DARLING POINT,Indian,3,3.789,35.49,0.08571428571428572
2017,DARLING POINT,Italian,1,3.735,46.38,0.02857142857142857
2017,DARLING POINT,Japanese,1,3.486,30.41,0.02857142857142857
2017,DARLING POINT,Korean,1,3.724,33.87,0.02857142857142857
2017,DARLING POINT,Mediterranean,4,4.19,28.17,0.11428571428571428
2017,DARLING POINT,Mexican,5,3.937,24.72,0.14285714285714285
2017,DARLING POINT,Modern Australian,2,4.051,38.38,0.05714285714285714
2017,DARLING POINT,Seafood,2,4.049,34.79,0.05714285714285714
2017,DARLING POINT,Thai,1,4.2,25.67,0.02857142857142857
2017,DARLING POINT,Vegetarian,1,3.858,31.2,0.02857142857142857
2017,DARLING POINT,Vietnamese,1,4.069,9.31,0.02857142857142857
2017,DARLINGHURST,Bakery,3,4.254,35.84,0.07142857142857142
2017,DARLINGHURST,Bar,3,4.254,33.68,0.07142857142857142
2017,DARLINGHURST,Cafe,3,3.799,41.24,0.07142857142857142
2017,DARLINGHURST,Chinese,1,4.187,28.26,0.023809523809523808
2017,DARLINGHURST,Fast Food,6,3.799,18.21,0.14285714285714285
2017,DARLINGHURST,Indian,6,4.091,29.85,0.14285714285714285
2017,DARLINGHURST,Italian,2,3.627,34.74,0.047619047619047616
2017,DARLINGHURST,Japanese,2,4.023,42.34,0.047619047619047616
2017,DARLINGHURST,Korean,1,3.683,36.07,0.023809523809523808
2017,DARLINGHURST,Mediterranean,1,3.673,14.68,0.023809523809523808
2017,DARLINGHURST,Mexican,3,3.439,28.94,0.07142857142857142
2017,DARLINGHURST,Modern Australian,3,3.889,36.32,0.07142857142857142
2017,DARLINGHURST,Seafood,1,4.291,20.12,0.023809523809523808
2017,DARLINGHURST,Thai,2,4.106,38.34,0.047619047619047616
2017,DARLINGHURST,Vegetarian,2,3.821,32.09,0.047619047619047616
2017,DARLINGHURST,Vietnamese,3,3.96,29.72,0.07142857142857142
2017,DARLINGTON,Bakery,2,4.065,25.12,0.08695652173913043
2017,DARLINGTON,Cafe,4,3.851,11.98,0.17391304347826086
2017,DARLINGTON,Fast Food,1,4.221,15.96,0.043478260869565216
2017,DARLINGTON,Indian,2,4.144,17.76,0.08695652173913043
2017,DARLINGTON,Italian,2,3.514,15.19,0.08695652173913043
2017,DARLINGTON,Korean,2,3.704,23.23,0.08695652173913043
2017,DARLINGTON,Mediterranean,1,3.889,35.64,0.043478260869565216
2017,DARLINGTON,Modern Australian,4,4.253,35.25,0.17391304347826086
2017,DARLINGTON,Seafood,1,4.112,49.32,0.043478260869565216
2017,DARLINGTON,Thai,1,4.052,20.32,0.043478260869565216
2017,DARLINGTON,Vegetarian,2,3.817,28.5,0.08695652173913043
2017,DARLINGTON,Vietnamese,1,3.505,18.78,0.043478260869565216
2017,DAWES POINT,Bakery,1,3.564,50.56,0.1111111111111111
2017,DAWES POINT,Cafe,1,3.783,31.49,0.1111111111111111
2017,DAWES POINT,Chinese,1,3.876,8.14,0.1111111111111111
2017,DAWES POINT,Indian,1,4.359,25.34,0.1111111111111111
2017,DAWES POINT,Italian,1,2.987,35.73,0.1111111111111111
2017,DAWES POINT,Mexican,1,4.246,9.67,0.1111111111111111
2017,DAWES POINT,Seafood,2,4.008,45.59,0.2222222222222222
2017,DAWES POINT,Vietnamese,1,3.997,39.39,0.1111111111111111
2017,DOUBLE BAY,Bakery,1,3.468,32.87,0.022727272727272728
2017,DOUBLE BAY,Bar,1,3.88,25.2,0.022727272727272728
2017,DOUBLE BAY,Cafe,1,3.72,28.86,0.022727272727272728
2017,DOUBLE BAY,Chinese,2,4.027,47.32,0.045454545454545456
2017,DOUBLE BAY,Fast Food,4,4.481,37.8,0.09090909090909091
2017,DOUBLE BAY,Indian,4,3.678,41.66,0.09090909090909091
2017,DOUBLE BAY,Italian,1,3.531,48.77,0.022727272727272728
2017,DOUBLE BAY,Japanese,3,4.055,14.68,0.06818181818181818
2017,DOUBLE BAY,Korean,4,3.795,39.17,0.09090909090909091
2017,DOUBLE BAY,Mediterranean,4,4.057,26.29,0.09090909090909091
2017,DOUBLE BAY,Mexican,4,4.246,34.08,0.09090909090909091
2017,DOUBLE BAY,Modern Australian,3,3.915,24.41,0.06818181818181818
2017,DOUBLE BAY,Seafood,1,3.515,44.72,0.022727272727272728
2017,DOUBLE BAY,Thai,5,3.984,34.1,0.11363636363636363
2017,DOUBLE BAY,Vegetarian,3,3.98,39.12,0.06818181818181818
2017,DOUBLE BAY,Vietnamese,3,4.117,40.42,0.06818181818181818
2017,EASTLAKES,Bakery,4,3.747,18.89,0.058823529411764705
2017,EASTLAKES,Bar,5,3.831,28.58,0.07352941176470588
2017,EASTLAKES,Cafe,2,3.99,28.71,0.029411764705882353
2017,EASTLAKES,Chinese,2,3.707,26.64,0.029411764705882353
2017,EASTLAKES,Fast Food,5,3.97,28.84,0.07352941176470588
2017,EASTLAKES,Indian,11,3.816,28.07,0.16176470588235295
2017,EASTLAKES,Italian,3,4.018,30.73,0.04411764705882353
2017,EASTLAKES,Japanese,6,3.761,29.63,0.08823529411764706
2017,EASTLAKES,Korean,3,4.117,29.49,0.04411764705882353
2017,EASTLAKES,Mediterranean,4,3.792,31.13,0.058823529411764705
2017,EASTLAKES,Mexican,5,4.06,31.44,0.07352941176470588
2017,EASTLAKES,Modern Australian,1,3.514,25.23,0.014705882352941176
2017,EASTLAKES,Seafood,4,3.877,40.08,0.058823529411764705
2017,EASTLAKES,Thai,3,3.82,30.37,0.04411764705882353
2017,EASTLAKES,Vegetarian,3,4.18,24.54,0.04411764705882353
2017,EASTLAKES,Vietnamese,7,4.149,31.16,0.10294117647058823
2017,EDGECLIFF,Bakery,1,4.632,30.05,0.058823529411764705
2017,EDGECLIFF,Bar,1,4.538,9.34,0.058823529411764705
2017,EDGECLIFF,Chinese,1,4.402,61.84,0.058823529411764705
2017,EDGECLIFF,Fast Food,1,4.437,38.78,0.058823529411764705
2017,EDGECLIFF,Indian,1,3.969,8.97,0.058823529411764705
2017,EDGECLIFF,Italian,1,3.917,30.58,0.058823529411764705
2017,EDGECLIFF,Japanese,2,4.335,23.95,0.11764705882352941
2017,EDGECLIFF,Korean,2,4.32,43.52,0.11764705882352941
2017,EDGECLIFF,Mediterranean,2,4.027,22.55,0.11764705882352941
2017,EDGECLIFF,Mexican,1,3.83,28.44,0.058823529411764705
2017,EDGECLIFF,Thai,2,4.217,59.71,0.11764705882352941
2017,EDGECLIFF,Vietnamese,2,3.601,44.21,0.11764705882352941
2017,ELIZABETH BAY,Bakery,1,3.907,12.38,0.058823529411764705
2017,ELIZABETH BAY,Bar,2,4.131,28.75,0.11764705882352941
2017,ELIZABETH BAY,Chinese,1,3.577,45.4,0.058823529411764705
2017,ELIZABETH BAY,Fast Food,1,4.169,24.61,0.058823529411764705
2017,ELIZABETH BAY,Italian,1,4.396,31.27,0.058823529411764705
2017,ELIZABETH BAY,Japanese,2,4.104,45.43,0.11764705882352941
2017,ELIZABETH BAY,Korean,1,3.289,39.14,0.058823529411764705
2017,ELIZABETH BAY,Seafood,2,3.835,41.76,0.11764705882352941
2017,ELIZABETH BAY,Thai,3,4.22,33.1,0.17647058823529413
2017,ELIZABETH BAY,Vegetarian,1,4.846,24.3,0.058823529411764705
2017,ELIZABETH BAY,Vietnamese,2,3.813,12.95,0.11764705882352941
2017,ENMORE,Bakery,2,3.679,31.52,0.1
2017,ENMORE,Cafe,1,4.053,38.91,0.05
2017,ENMORE,Chinese,1,3.475,7.06,0.05
2017,ENMORE,Fast Food,6,4.38,17.89,0.3
2017,ENMORE,Korean,1,4.259,22.09,0.05
2017,ENMORE,Mediterranean,1,4.445,34.46,0.05
2017,ENMORE,Mexican,1,3.805,40.22,0.05
2017,ENMORE,Modern Australian,1,4.13,24.64,0.05
2017,ENMORE,Seafood,1,3.944,38.37,0.05
2017,ENMORE,Thai,1,3.552,34.19,0.05
2017,ENMORE,Vegetarian,3,4.094,17.55,0.15
2017,ENMORE,Vietnamese,1,3.18,34.96,0.05
2017,ERSKINEVILLE,Bakery,3,4.032,38.51,0.07894736842105263
2017,ERSKINEVILLE,Bar,1,3.326,47.14,0.02631578947368421
2017,ERSKINEVILLE,Cafe,3,3.914,22.09,0.07894736842105263
2017,ERSKINEVILLE,Fast Food,4,3.833,27.98,0.10526315789473684
2017,ERSKINEVILLE,Indian,1,3.619,32.44,0.02631578947368421
2017,ERSKINEVILLE,Italian,3,3.744,30.61,0.07894736842105263
2017,ERSKINEVILLE,Japanese,1,4.016,20.02,0.02631578947368421
2017,ERSKINEVILLE,Korean,2,3.847,18.34,0.05263157894736842
2017,ERSKINEVILLE,Mediterranean,1,4.03,52.28,0.02631578947368421
2017,ERSKINEVILLE,Mexican,3,4.103,30.81,0.07894736842105263
2017,ERSKINEVILLE,Modern Australian,7,3.953,41.39,0.18421052631578946
2017,ERSKINEVILLE,Seafood,1,2.989,8.7,0.02631578947368421
2017,ERSKINEVILLE,Thai,4,4.207,27.44,0.10526315789473684
2017,ERSKINEVILLE,Vegetarian,3,4.12,25.94,0.07894736842105263
2017,ERSKINEVILLE,Vietnamese,1,3.989,23.01,0.02631578947368421
2017,EVELEIGH,Bakery,1,3.592,18.09,0.05
2017,EVELEIGH,Bar,2,3.582,13.51,0.1
2017,EVELEIGH,Cafe,1,4.082,18.66,0.05
2017,EVELEIGH,Chinese,2,3.74,29.84,0.1
2017,EVELEIGH,Indian,2,3.947,43.51,0.1
2017,EVELEIGH,Italian,1,3.793,32.89,0.05
2017,EVELEIGH,Japanese,1,3.604,10.24,0.05
2017,EVELEIGH,Korean,1,3.169,7.73,0.05
2017,EVELEIGH,Mediterranean,1,4.308,38.03,0.05
2017,EVELEIGH,Mexican,4,3.925,20.21,0.2
2017,EVELEIGH,Modern Australian,1,3.716,15.75,0.05
2017,EVELEIGH,Seafood,1,3.619,27.48,0.05
2017,EVELEIGH,Vegetarian,1,3.893,19.04,0.05
2017,EVELEIGH,Vietnamese,1,2.981,23.15,0.05
2017,FOREST LODGE,Cafe,1,4.463,28.81,0.043478260869565216
2017,FOREST LODGE,Chinese,1,3.574,30.81,0.043478260869565216
2017,FOREST LODGE,Fast Food,2,4.648,17.27,0.08695652173913043
2017,FOREST LODGE,Indian,3,4.335,49.85,0.13043478260869565
2017,FOREST LODGE,Italian,1,3.616,22.81,0.043478260869565216
2017,FOREST LODGE,Japanese,2,4.074,25.21,0.08695652173913043
2017,FOREST LODGE,Korean,4,3.835,21.93,0.17391304347826086
2017,FOREST LODGE,Mediterranean,1,4.094,19.6,0.043478260869565216
2017,FOREST LODGE,Mexican,1,3.849,29.87,0.043478260869565216
2017,FOREST LODGE,Modern Australian,5,4.26,15.54,0.21739130434782608
2017,FOREST LODGE,Thai,2,3.466,21.58,0.08695652173913043
2017,GLEBE,Bakery,5,3.917,34.88,0.07042253521126761
2017,GLEBE,Bar,5,4.243,30.59,0.07042253521126761
2017,GLEBE,Cafe,3,4.079,39.5,0.04225352112676056
2017,GLEBE,Chinese,4,4.094,30.1,0.056338028169014086
2017,GLEBE,Fast Food,6,4.16,30.39,0.08450704225352113
2017,GLEBE,Indian,1,4.277,17.53,0.014084507042253521
2017,GLEBE,Italian,7,3.955,40.02,0.09859154929577464
2017,GLEBE,Japanese,1,4.045,22.24,0.014084507042253521
2017,GLEBE,Korean,4,3.5,30.92,0.056338028169014086
2017,GLEBE,Mediterranean,6,3.833,36.86,0.08450704225352113
2017,GLEBE,Mexican,5,4.084,25.85,0.07042253521126761
2017,GLEBE,Modern Australian,1,4.008,32.07,0.014084507042253521
2017,GLEBE,Seafood,4,4.161,38.99,0.056338028169014086
2017,GLEBE,Thai,6,4.185,38.21,0.08450704225352113
2017,GLEBE,Vegetarian,6,3.896,27.97,0.08450704225352113
2017,GLEBE,Vietnamese,7,3.923,29.69,0.09859154929577464
2017,HAYMARKET,Bakery,1,4.303,32.75,0.034482758620689655
2017,HAYMARKET,Bar,1,3.957,28.33,0.034482758620689655
2017,HAYMARKET,Cafe,1,4.111,33.86,0.034482758620689655
2017,HAYMARKET,Chinese,1,3.737,27.53,0.034482758620689655
2017,HAYMARKET,Fast Food,1,4.273,26.57,0.034482758620689655
2017,HAYMARKET,Indian,1,3.599,13.35,0.034482758620689655
2017,HAYMARKET,Italian,1,4.204,26.26,0.034482758620689655
2017,HAYMARKET,Japanese,1,3.872,26.72,0.034482758620689655
2017,HAYMARKET,Korean,1,3.494,29.15,0.034482758620689655
2017,HAYMARKET,Mediterranean,5,3.652,22.6,0.1724137931034483
2017,HAYMARKET,Mexican,3,4.266,31.46,0.10344827586206896
2017,HAYMARKET,Modern Australian,5,3.813,36.62,0.1724137931034483
2017,HAYMARKET,Seafood,2,3.785,21.48,0.06896551724137931
2017,HAYMARKET,Thai,1,3.821,19.14,0.034482758620689655
2017,HAYMARKET,Vegetarian,1,3.786,29.11,0.034482758620689655
2017,HAYMARKET,Vietnamese,3,3.897,19.09,0.10344827586206896
2017,KENSINGTON,Bakery,14,3.822,35.77,0.11382113821138211
2017,KENSINGTON,Bar,4,4.116,35.32,0.032520325203252036
2017,KENSINGTON,Cafe,4,4.097,23.89,0.032520325203252036
2017,KENSINGTON,Chinese,15,3.955,34.26,0.12195121951219512
2017,KENSINGTON,Fast Food,12,4.023,42.14,0.0975609756097561
2017,KENSINGTON,Indian,9,3.983,26.71,0.07317073170731707
2017,KENSINGTON,Italian,10,3.803,28.54,0.08130081300813008
2017,KENSINGTON,Japanese,10,3.908,27.65,0.08130081300813008
2017,KENSINGTON,Korean,7,4.126,28.2,0.056910569105691054
2017,KENSINGTON,Mediterranean,8,3.951,28.26,0.06504065040650407
2017,KENSINGTON,Mexican,3,3.708,35.53,0.024390243902439025
2017,KENSINGTON,Modern Australian,7,3.854,33.2,0.056910569105691054
2017,KENSINGTON,Seafood,3,4.161,23.61,0.024390243902439025
2017,KENSINGTON,Thai,6,3.817,29.73,0.04878048780487805
2017,KENSINGTON,Vegetarian,7,3.66,25.56,0.056910569105691054
2017,KENSINGTON,Vietnamese,4,4.106,31.01,0.032520325203252036
2017,KINGSFORD,Bakery,6,3.747,24.03,0.061224489795918366
2017,KINGSFORD,Bar,7,3.817,34.16,0.07142857142857142
2017,KINGSFORD,Cafe,2,3.728,36.11,0.02040816326530612
2017,KINGSFORD,Chinese,8,3.875,29.75,0.08163265306122448
2017,KINGSFORD,Fast Food,4,3.747,21.31,0.04081632653061224
2017,KINGSFORD,Indian,5,3.945,32.12,0.05102040816326531
2017,KINGSFORD,Italian,9,3.881,33.32,0.09183673469387756
2017,KINGSFORD,Japanese,11,4.269,27.55,0.11224489795918367
2017,KINGSFORD,Korean,4,3.735,27.58,0.04081632653061224
2017,KINGSFORD,Mediterranean,9,3.889,30.42,0.09183673469387756
2017,KINGSFORD,Mexican,13,3.859,28.19,0.1326530612244898
2017,KINGSFORD,Modern Australian,2,3.566,24.38,0.02040816326530612
2017,KINGSFORD,Seafood,5,4.052,37.36,0.05102040816326531
2017,KINGSFORD,Thai,3,3.778,26.64,0.030612244897959183
2017,KINGSFORD,Vegetarian,5,4.032,31.66,0.05102040816326531
2017,KINGSFORD,Vietnamese,5,3.823,34.8,0.05102040816326531
2017,KIRRIBILLI,Bakery,3,2.844,13.13,0.13043478260869565
2017,KIRRIBILLI,Bar,1,4.098,27.25,0.043478260869565216
2017,KIRRIBILLI,Cafe,1,3.536,31.38,0.043478260869565216
2017,KIRRIBILLI,Chinese,3,4.019,42.73,0.13043478260869565
2017,KIRRIBILLI,Fast Food,1,4.123,40.04,0.043478260869565216
2017,KIRRIBILLI,Indian,2,3.766,28.27,0.08695652173913043
2017,KIRRIBILLI,Italian,1,3.905,17.58,0.043478260869565216
2017,KIRRIBILLI,Korean,1,4.016,34.42,0.043478260869565216
2017,KIRRIBILLI,Mediterranean,1,4.357,32.35,0.043478260869565216
2017,KIRRIBILLI,Mexican,1,3.41,63.68,0.043478260869565216
2017,KIRRIBILLI,Modern Australian,1,4.155,24.56,0.043478260869565216
2017,KIRRIBILLI,Seafood,1,3.896,46.05,0.043478260869565216
2017,KIRRIBILLI,Thai,4,3.719,35.2,0.17391304347826086
2017,KIRRIBILLI,Vegetarian,1,3.791,27.18,0.043478260869565216
2017,KIRRIBILLI,Vietnamese,1,3.236,16.4,0.043478260869565216
2017,LEICHHARDT,Bakery,11,3.908,26.57,0.09090909090909091
2017,LEICHHARDT,Bar,5,3.707,31.34,0.04132231404958678
2017,LEICHHARDT,Cafe,8,3.824,39.84,0.06611570247933884
2017,LEICHHARDT,Chinese,10,3.758,27.27,0.08264462809917356
2017,LEICHHARDT,Fast Food,14,3.742,19.1,0.11570247933884298
2017,LEICHHARDT,Indian,8,3.783,22.26,0.06611570247933884
2017,LEICHHARDT,Italian,10,3.91,26.58,0.08264462809917356
2017,LEICHHARDT,Japanese,1,3.908,25.53,0.008264462809917356
2017,LEICHHARDT,Korean,11,4.184,31.84,0.09090909090909091
2017,LEICHHARDT,Mediterranean,3,3.968,21.54,0.024793388429752067
2017,LEICHHARDT,Mexican,8,3.997,34.55,0.06611570247933884
2017,LEICHHARDT,Modern Australian,10,3.932,24.85,0.08264462809917356
2017,LEICHHARDT,Seafood,5,4.131,31.81,0.04132231404958678
2017,LEICHHARDT,Thai,7,3.792,29.59,0.05785123966942149
2017,LEICHHARDT,Vegetarian,5,3.782,34.72,0.04132231404958678
2017,LEICHHARDT,Vietnamese,5,3.899,23.61,0.04132231404958678
2017,LILYFIELD,Bakery,17,4.058,32.2,0.18888888888888888
2017,LILYFIELD,Bar,6,4.159,34.6,0.06666666666666667
2017,LILYFIELD,Cafe,3,3.941,33.06,0.03333333333333333
2017,LILYFIELD,Chinese,7,3.977,28.89,0.07777777777777778
2017,LILYFIELD,Fast Food,7,4.207,30.16,0.07777777777777778
2017,LILYFIELD,Indian,4,4.007,36.2,0.044444444444444446
2017,LILYFIELD,Italian,9,4.161,35.49,0.1
2017,LILYFIELD,Japanese,2,3.788,28.75,0.022222222222222223
2017,LILYFIELD,Korean,4,3.848,28.66,0.044444444444444446
2017,LILYFIELD,Mediterranean,3,3.892,43.66,0.03333333333333333
2017,LILYFIELD,Mexican,3,3.949,24.73,0.03333333333333333
2017,LILYFIELD,Modern Australian,5,4.105,23.59,0.05555555555555555
2017,LILYFIELD,Seafood,4,4.005,32.98,0.044444444444444446
2017,LILYFIELD,Thai,4,4.026,31.19,0.044444444444444446
2017,LILYFIELD,Vegetarian,4,3.795,28.25,0.044444444444444446
2017,LILYFIELD,Vietnamese,8,3.968,27.42,0.08888888888888889
2017,MARRICKVILLE,Bakery,26,3.796,27.39,0.11255411255411256
2017,MARRICKVILLE,Bar,18,3.991,32.5,0.07792207792207792
2017,MARRICKVILLE,Cafe,14,4.027,24.4,0.06060606060606061
2017,MARRICKVILLE,Chinese,10,3.815,21.5,0.04329004329004329
2017,MARRICKVILLE,Fast Food,6,3.792,30.91,0.025974025974025976
2017,MARRICKVILLE,Indian,11,3.977,32.41,0.047619047619047616
2017,MARRICKVILLE,Italian,10,4.039,24.05,0.04329004329004329
2017,MARRICKVILLE,Japanese,9,4.042,30.82,0.03896103896103896
2017,MARRICKVILLE,Korean,13,3.544,31.46,0.05627705627705628
2017,MARRICKVILLE,Mediterranean,11,3.95,23.51,0.047619047619047616
2017,MARRICKVILLE,Mexican,17,4.276,21.23,0.0735930735930736
2017,MARRICKVILLE,Modern Australian,19,3.986,35.1,0.08225108225108226
2017,MARRICKVILLE,Seafood,22,4.314,28.3,0.09523809523809523
2017,MARRICKVILLE,Thai,6,4.09,29.75,0.025974025974025976
2017,MARRICKVILLE,Vegetarian,20,3.988,28.17,0.08658008658008658
2017,MARRICKVILLE,Vietnamese,19,3.752,35.99,0.08225108225108226
2017,MASCOT,Bakery,24,3.837,28.39,0.04878048780487805
2017,MASCOT,Bar,41,3.992,28.55,0.08333333333333333
2017,MASCOT,Cafe,33,4.035,37.17,0.06707317073170732
2017,MASCOT,Chinese,30,3.741,32.61,0.06097560975609756
2017,MASCOT,Fast Food,37,4.131,23.36,0.07520325203252033
2017,MASCOT,Indian,28,4.207,25.27,0.056910569105691054
2017,MASCOT,Italian,41,4.04,27.76,0.08333333333333333
2017,MASCOT,Japanese,38,3.862,31.72,0.07723577235772358
2017,MASCOT,Korean,27,3.684,33.02,0.054878048780487805
2017,MASCOT,Mediterranean,18,3.752,32.61,0.036585365853658534
2017,MASCOT,Mexican,31,3.778,30.42,0.06300813008130081
2017,MASCOT,Modern Australian,31,3.788,29.28,0.06300813008130081
2017,MASCOT,Seafood,28,3.989,31.08,0.056910569105691054
2017,MASCOT,Thai,18,3.739,29.5,0.036585365853658534
2017,MASCOT,Vegetarian,28,4.046,31.34,0.056910569105691054
2017,MASCOT,Vietnamese,39,4.032,31.76,0.07926829268292683
2017,MCMAHONS POINT,Bakery,2,4.174,27.49,0.125
2017,MCMAHONS POINT,Cafe,1,3.741,74.19,0.0625
2017,MCMAHONS POINT,Indian,1,4.115,46.06,0.0625
2017,MCMAHONS POINT,Italian,2,3.651,59.65,0.125
2017,MCMAHONS POINT,Japanese,1,4.298,31.16,0.0625
2017,MCMAHONS POINT,Korean,1,3.675,48.89,0.0625
2017,MCMAHONS POINT,Mediterranean,3,3.941,38.02,0.1875
2017,MCMAHONS POINT,Mexican,1,3.735,6.86,0.0625
2017,MCMAHONS POINT,Modern Australian,1,4.034,40.13,0.0625
2017,MCMAHONS POINT,Seafood,1,4.269,17.9,0.0625
2017,MCMAHONS POINT,Vegetarian,2,4.122,22.01,0.125
2017,MILLERS POINT,Bakery,3,4.286,19.81,0.2
2017,MILLERS POINT,Cafe,1,4.826,47.09,0.06666666666666667
2017,MILLERS POINT,Chinese,1,4.29,10.46,0.06666666666666667
2017,MILLERS POINT,Fast Food,1,3.721,46.51,0.06666666666666667
2017,MILLERS POINT,Japanese,1,3.502,19.04,0.06666666666666667
2017,MILLERS POINT,Korean,1,3.989,26.74,0.06666666666666667
2017,MILLERS POINT,Mediterranean,2,3.956,55.29,0.13333333333333333
2017,MILLERS POINT,Mexican,1,3.547,47.0,0.06666666666666667
2017,MILLERS POINT,Seafood,1,3.858,12.73,0.06666666666666667
2017,MILLERS POINT,Vietnamese,3,4.131,28.52,0.2
2017,MILSONS POINT,Chinese,1,3.956,21.08,0.08333333333333333
2017,MILSONS POINT,Fast Food,1,4.038,28.84,0.08333333333333333
2017,MILSONS POINT,Italian,4,4.102,24.19,0.3333333333333333
2017,MILSONS POINT,Japanese,2,3.203,36.93,0.16666666666666666
2017,MILSONS POINT,Modern Australian,1,4.004,30.17,0.08333333333333333
2017,MILSONS POINT,Seafood,2,4.197,17.76,0.16666666666666666
2017,MILSONS POINT,Vegetarian,1,3.544,10.92,0.08333333333333333
2017,MOORE PARK,Bakery,3,3.809,44.54,0.041666666666666664
2017,MOORE PARK,Bar,1,3.756,43.29,0.013888888888888888
2017,MOORE PARK,Cafe,7,3.774,23.11,0.09722222222222222
2017,MOORE PARK,Chinese,3,4.08,27.94,0.041666666666666664
2017,MOORE PARK,Fast Food,9,3.962,23.59,0.125
2017,MOORE PARK,Indian,2,3.834,32.62,0.027777777777777776
2017,MOORE PARK,Italian,3,3.959,34.74,0.041666666666666664
2017,MOORE PARK,Japanese,3,3.988,37.38,0.041666666666666664
2017,MOORE PARK,Korean,8,3.818,30.31,0.1111111111111111
2017,MOORE PARK,Mediterranean,9,3.718,23.95,0.125
2017,MOORE PARK,Mexican,3,3.931,34.3,0.041666666666666664
2017,MOORE PARK,Modern Australian,6,3.924,33.0,0.08333333333333333
2017,MOORE PARK,Seafood,5,3.96,28.85,0.06944444444444445
2017,MOORE PARK,Thai,4,4.107,22.25,0.05555555555555555
2017,MOORE PARK,Vegetarian,5,4.096,37.49,0.06944444444444445
2017,MOORE PARK,Vietnamese,1,3.896,37.58,0.013888888888888888
2017,NEWTOWN,Bakery,3,3.838,28.7,0.05555555555555555
2017,NEWTOWN,Bar,5,3.843,30.93,0.09259259259259259
2017,NEWTOWN,Cafe,1,3.871,18.63,0.018518518518518517
2017,NEWTOWN,Chinese,1,3.69,19.0,0.018518518518518517
2017,NEWTOWN,Fast Food,2,4.221,43.87,0.037037037037037035
2017,NEWTOWN,Indian,6,3.839,34.64,0.1111111111111111
2017,NEWTOWN,Italian,8,4.361,23.07,0.14814814814814814
2017,NEWTOWN,Japanese,1,3.593,38.15,0.018518518518518517
2017,NEWTOWN,Korean,3,3.936,42.32,0.05555555555555555
2017,NEWTOWN,Mediterranean,7,3.968,34.19,0.12962962962962962
2017,NEWTOWN,Mexican,1,3.779,22.4,0.018518518518518517
2017,NEWTOWN,Modern Australian,2,3.772,18.35,0.037037037037037035
2017,NEWTOWN,Seafood,3,3.895,30.01,0.05555555555555555
2017,NEWTOWN,Thai,5,3.812,30.76,0.09259259259259259
2017,NEWTOWN,Vegetarian,5,3.872,28.47,0.09259259259259259
2017,NEWTOWN,Vietnamese,1,3.677,33.31,0.018518518518518517
2017,PADDINGTON,Bakery,6,4.051,29.85,0.09375
2017,PADDINGTON,Bar,6,4.048,30.72,0.09375
